id,text,amr,ground_truth,response_final,pred,response_final_amr,pred_amr,label_direct,label_amr,did_llm_failed,helpfulness
logic_train_1158,"Cari says that we need a major overhaul in education. Cari gets a speeding ticket every other week, so maybe she should learn how to drive instead of worrying about schools.","(m2 / multi-sentence~10
    :snt1 (s / say-01~1
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Cari""~0))
        :ARG1 (n3 / need-01~4
            :ARG0 (w / we~3)
            :ARG1 (o / overhaul-01~7
                :ARG1 (e / educate-01~9)
                :ARG1-of (m / major-02~6))))
    :snt2 (t3 / ticket-02~15
        :ARG0-of (c / cause-01~20
            :ARG1 (p3 / possible-01~21
                :ARG1 (r2 / recommend-01~23
                    :ARG1 (l / learn-01~24
                        :ARG0 (p2 / person~11
                            :name (n2 / name~11
                                :op1 ""Cari""~11))
                        :ARG1 (t2 / thing~25
                            :manner-of (d / drive-01~27
                                :ARG0 p2))
                        :ARG1-of (i / instead-of-91~28
                            :ARG2 (w3 / worry-02~30
                                :ARG0 p2
                                :ARG1 (s2 / school~32)))))))
        :ARG1 p2
        :frequency (r / rate-entity-91~18
            :ARG3 (t / temporal-quantity~18
                :quant 1~17
                :unit (w2 / week~18)))
        :manner (s3 / speed-01~14
            :ARG1 p2)))
",ad hominem,The fallacy present in the text is an Ad Hominem fallacy. This is because the argument attacks the person making the claim (Cari) rather than addressing the actual argument about the need,ad hominem,The fallacy type present in the text is Ad Hominem.,ad hominem,1,1,0,0
logic_train_1159,"""I drank bottled water and now I am sick, so the water must have made me sick.""

What logical fallacy is used in the statement above?","(m2 / multi-sentence~19
    :snt1 (a3 / and~5
        :op1 (d / drink-01~2
            :ARG0 (i / i~7)
            :ARG1 (w / water~4
                :ARG1-of (b / bottle-01~3)))
        :op2 (s / sick-05~9
            :ARG0-of (c / cause-01~11
                :ARG1 (i2 / infer-01~14
                    :ARG1 (m / make-02~16
                        :ARG0 s
                        :ARG1 (s2 / sick-05~18
                            :ARG1 i))))
            :ARG1 i
            :time (n / now~6)))
    :snt2 (u / use-01~25
        :ARG1 (f / fallacy~23
            :mod (l / logic~22)
            :mod (a2 / amr-unknown~21))
        :ARG2 (t / thing~28
            :ARG1-of (s3 / state-01~28
                :location (a / above~29)))))
",false causality,The logical fallacy present in the statement above is False Causality.,false causality,The fallacy type present in the text is False Causality.,false causality,1,1,0,0
logic_train_1160,Why doesn't Tim get a real job like normal people instead of trying to launch that Internet business from home?,"(g / get-01~4
    :ARG0 (p / person~3
        :name (n / name~3
            :op1 ""Tim""~3))
    :ARG1-of (c / cause-01~0
        :ARG0 (a / amr-unknown~0))
    :ARG1-of (i / instead-of-91~11
        :ARG2 (t2 / try-01~13
            :ARG0 p
            :ARG1 (l / launch-01~15
                :ARG0 p
                :ARG1 (b / business~18
                    :mod (i2 / internet~17)
                    :mod (t / that~16))
                :location (h / home~20))))
    :concession (g2 / get-01~4
        :ARG0 p
        :ARG1 (j / job~7
            :ARG1-of (r / real-04~6))
        :ARG1 (p2 / person~10
            :ARG1-of (n2 / normal-02~9)))
    :polarity -~0)
",fallacy of credibility,The fallacy present in the text is an example of an Ad Hominem fallacy. This is because the argument attacks the person (Tim) rather than addressing the merits or flaws of his idea,ad hominem,The fallacy type present in the text is Ad Hominem.,ad hominem,0,0,1,0
logic_train_1161,"Every time I go to sleep, the sun goes down.  Therefore, my going to sleep causes the sun to set.","(m / multi-sentence~11
    :snt1 (d / down-01~10
        :ARG1 (s4 / sun~8)
        :frequency (r / rate-entity-91~0
            :ARG4 (s2 / sleep-01~5
                :ARG0 (i / i~2))))
    :snt2 (c / cause-01~12
        :ARG1 (c2 / cause-01~18
            :ARG0 (s3 / sleep-01~17
                :ARG0 (i2 / i~14))
            :ARG1 (s / set-02~22
                :ARG1 (s5 / sun~20)))))
",false causality,The fallacy type present in the text is False Causality.,false causality,The fallacy type present in the text is False Causality.,false causality,1,1,0,0
logic_train_1162,"""It rained and then we lost the game. Every time it rains, we're going to lose.""","(m / multi-sentence~9
    :snt1 (a / and~3
        :op1 (r / rain-01~2)
        :op2 (l / lose-03~6
            :ARG0 (w / we~5)
            :ARG1 (g / game~8)
            :time (t / then~4)))
    :snt2 (l2 / lose-03~19
        :ARG0 (w2 / we~15)
        :frequency (r3 / rate-entity-91~10
            :ARG4 (r2 / rain-01~13))))
",false causality,The fallacy type present in the text is False Causality.,false causality,The fallacy type present in the text is False Causality.,false causality,1,1,0,0
logic_train_1163,Sandra is an angel from heaven. She gave me a free lunch today.,"(m / multi-sentence~6
    :snt1 (a / angel~3
        :domain (p / person~0
            :name (n / name~0
                :op1 ""Sandra""~0))
        :source (h / heaven~5))
    :snt2 (g / give-01~8
        :ARG0 (s / she~7)
        :ARG1 (l / lunch~12
            :ARG1-of (f / free-03~11))
        :ARG2 (i / i~9)
        :time (t / today~13)))
",fallacy of logic,The fallacy present in the text is the Fallacy of Credibility.,fallacy of credibility,"Based on the given text and its AMR, the fallacy type present in the text is the Fallacy of Credibility. This fallacy occurs when someone's credibility or authority is used as",fallacy of credibility,0,0,1,0
logic_train_1164,This guy in my class with glasses always talks in class so all guys with glasses are talkative.,"(t / talk-01~8
    :ARG0 (g3 / guy~1
        :ARG0-of (h / have-03~5
            :ARG1 (g / glasses~6))
        :location (c2 / class~4
            :poss (i / i~3))
        :mod (t3 / this~0))
    :ARG0-of (c / cause-01~11
        :ARG1 (t2 / talk-01~17
            :ARG0 (g4 / guy~13
                :mod (a / all~12)
                :poss-of (g2 / glasses~15))))
    :location (c3 / class~10)
    :time (a2 / always~7))
",faulty generalization,The fallacy present in the text is Faulty Generalization.,faulty generalization,The fallacy type present in the text is Faulty Generalization. This is because the author makes a generalization that all guys with glasses are talkative based on the behavior of one guy in their,faulty generalization,1,1,0,0
logic_train_1165,“Harold’s new book is well-written because Harold is a wonderful writer.”,"(c / cause-01~8
    :ARG0 (p2 / person~13
        :ARG0-of (w4 / write-01~13)
        :ARG1-of (w2 / wonderful-03~12)
        :domain (p / person~9
            :name (n / name~9
                :op1 ""Harold""~9)))
    :ARG1 (w3 / write-01~7
        :ARG1 (b / book~3
            :ARG1-of (n2 / new-01~2))
        :ARG1-of (w / well-09~5)))
",circular reasoning,The fallacy present in the text is the Fallacy of Credibility.,fallacy of credibility,"The fallacy type present in the text is the Circular Claim fallacy. This fallacy occurs when the conclusion of an argument is used as one of its premises, creating a circular reasoning. In this",circular reasoning,0,1,1,1
logic_train_1166,"""You should never break traffic laws.""
""Who are you to speak? You've gotten over fifteen speeding tickets!"" What is this?","(m / multi-sentence~15
    :snt1 (r / recommend-01~2
        :ARG1 (b / break-18~4
            :ARG0 (y / you~1)
            :ARG1 (l / law~6
                :mod (t3 / traffic~5))
            :polarity -~3
            :time (e / ever~3)))
    :snt2 (a / amr-unknown~10
        :ARG0-of (s / speak-01~14)
        :domain (y2 / you~12))
    :snt3 (t2 / ticket-02~22
        :quant (o / over~19
            :op1 15~20)
        :ARG1 (y3 / you~16)
        :ARG2 (s2 / speed-01~21
            :ARG1 y3))
    :snt4 (a2 / amr-unknown~25
        :domain (t / this~27)))
",ad hominem,The fallacy present in the text is an Ad Hominem fallacy.,ad hominem,The fallacy type present in the text is Ad Hominem.,ad hominem,1,1,0,0
logic_train_1167,We shouldn't let teenagers keep their phones just because they're upset at losing them; most babies cry when you take their toys away too.,"(a / and~16
    :op1 (r / recommend-01~1
        :ARG0 (w / we~0)
        :ARG1 (l / let-01~3
            :ARG0 w
            :ARG1 (k / keep-01~5
                :ARG0 (t2 / teenager~4)
                :ARG1 (p / phone~7
                    :poss t2)
                :ARG1-of (c / cause-01~9
                    :ARG0 (u / upset-01~12
                        :ARG0 (l2 / lose-02~14
                            :ARG0 t2
                            :ARG1 p)
                        :ARG1 t2)
                    :mod (j / just~8))))
        :polarity -~2)
    :op2 (c2 / cry-02~19
        :ARG0 (b / baby~18
            :quant (m / most~17))
        :time (t / take-away-05~22
            :ARG0 (y / you~21)
            :ARG1 (t4 / toy~24
                :poss b)
            :mod (t3 / too~26))))
",fallacy of logic,The fallacy present in the text is a Faulty Generalization.,faulty generalization,The fallacy type present in the text is Faulty Generalization. This is because the argument makes a generalization about teenagers based on the behavior of babies. The fact that most babies cry when their,faulty generalization,0,0,1,0
logic_train_1168,"Ted: Biological evolution is both a theory and a fact.
Edwin: That is ridiculous!  How can you possibly be absolutely certain that we evolved from pond scum!
Ted: Actually, that is a gross misrepresentation of my assertion.  I never claimed we evolved from pond scum.  Unlike math and logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a degree that it would be perverse to withhold provisional consent.  The empirical evidence for the fact that biological evolution does occur falls into this category.
","(m3 / multi-sentence~44
    :rel (p7 / possible-01~19
        :ARG1 (k / know-01~24
            :ARG0 (y / you~20)
            :ARG1 (e8 / evolve-01~27
                :ARG1 (w / we~26)
                :ARG2 (s6 / scum~30
                    :source (p5 / pond~29)))
            :degree (a / absolute~23))
        :manner (a3 / amr-unknown~18))
    :rel (s9 / such~78
        :extent (p4 / perverse~85
            :domain (w3 / withhold-01~87
                :ARG1 (c5 / consent-01~89
                    :mod (p8 / provisional~88)))))
    :rel (e / Ted~32)
    :snt1 (s / say-01~1
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Ted""~0))
        :ARG1 (a4 / and~8
            :domain (e7 / evolve-01~3
                :mod (b2 / biology~2))
            :op1 (t3 / theory~7)
            :op2 (f / fact~10)))
    :snt2 (s2 / say-01~13
        :ARG0 (p2 / person~12
            :name (n2 / name~12
                :op1 ""Edwin""~12))
        :ARG1 (r2 / ridiculous-02~16
            :ARG1 (t / that~14)))
    :snt3 (s3 / say-01~33
        :ARG0 (p3 / person~32)
        :ARG1 (m2 / misrepresent-01~40
            :ARG0 (t2 / that~36)
            :ARG1 (t4 / thing~42
                :ARG1-of (a6 / assert-02~43
                    :ARG0 p3))
            :ARG1-of (g / gross-06~39)
            :ARG1-of (a2 / actual-02~34)))
    :snt4 s3
    :snt5 (c3 / claim-01~47
        :ARG0 (i / i~45)
        :ARG1 (e9 / evolve-01~49
            :ARG1 (w2 / we~48)
            :ARG2 (s7 / scum~52
                :location (p6 / pond~51)))
        :polarity -~46
        :time (e4 / ever~46))
    :snt6 (b / base-02~61
        :ARG0-of (c2 / cause-01~67
            :ARG1 (s8 / something~73
                :ARG1-of (c4 / confirm-01~76)
                :domain (f2 / fact~71
                    :mod (s5 / scientific~70))))
        :ARG1 (s4 / science~59)
        :ARG1-of (r / resemble-01~54
            :ARG2 (a5 / and~56
                :op1 (m / mathematics~55)
                :op2 (l / logic~57))
            :polarity -~46)
        :ARG2 (e5 / evidence-01~64
            :mod (e2 / empirical~63)))
    :snt7 (f3 / fall-04~102
        :ARG1 (e6 / evidence-01~93
            :ARG1 (e10 / evolve-01~99
                :mod (b3 / biology~98))
            :mod (e3 / empirical~92))
        :ARG2 (c / category~105
            :mod (t5 / this~104))))
",fallacy of extension,The fallacy type present in the text is a Straw Man fallacy.,,"The fallacy type present in the text is ""Straw Man Fallacy"".",,0,0,1,0
